port,description,risk_score,risk_reason
2108,Comcam,20,Open port default risk
2109,Ergolight,20,Open port default risk
2110,UMSP,20,Open port default risk
2111,OPNET Dynamic Sampling Agent Transaction Protocol,20,Open port default risk
2112,Idonix MetaNet,20,Open port default risk
2113,HSL StoRM,20,Open port default risk
2114,Classical Music Meta-Data Access and Enhancement,20,Open port default risk
2115,Key Distribution Manager,20,Open port default risk
2116,CCOWCMR,20,Open port default risk
2117,MENTACLIENT,20,Open port default risk
2118,MENTASERVER,20,Open port default risk
2119,GSIGATEKEEPER,20,Open port default risk
2120,Quick Eagle Networks CP,20,Open port default risk
2121,SCIENTIA-SSDB,20,Open port default risk
2122,CauPC Remote Control,20,Open port default risk
2123,GTP-Control Plane (3GPP),20,Open port default risk
2124,ELATELINK,20,Open port default risk
2125,LOCKSTEP,20,Open port default risk
2126,PktCable-COPS,20,Open port default risk
2127,INDEX-PC-WB,20,Open port default risk
2128,Net Steward Control,20,Open port default risk
2129,cs-live.com,20,Open port default risk
2130,XDS,20,Open port default risk
2131,Avantageb2b,20,Open port default risk
2132,SoleraTec End Point Map,20,Open port default risk
2133,ZYMED-ZPP,20,Open port default risk
2134,AVENUE,20,Open port default risk
2135,Grid Resource Information Server,20,Open port default risk
2136,APPWORXSRV,20,Open port default risk
2137,CONNECT,20,Open port default risk
2138,UNBIND-CLUSTER,20,Open port default risk
2139,IAS-AUTH,20,Open port default risk
2140,IAS-REG,20,Open port default risk
2141,IAS-ADMIND,20,Open port default risk
2142,TDM OVER IP,20,Open port default risk
2143,Live Vault Job Control,20,Open port default risk
2144,Live Vault Fast Object Transfer,20,Open port default risk
2145,Live Vault Remote Diagnostic Console Support,20,Open port default risk
2146,Live Vault Admin Event Notification,20,Open port default risk
2147,Live Vault Authentication,20,Open port default risk
2148,VERITAS UNIVERSAL COMMUNICATION LAYER,20,Open port default risk
2149,ACPTSYS,20,Open port default risk
2150,DYNAMIC3D,20,Open port default risk
2151,DOCENT,20,Open port default risk
2152,GTP-User Plane (3GPP),20,Open port default risk
2153,Control Protocol,20,Open port default risk
2154,Standard Protocol,20,Open port default risk
2155,Bridge Protocol,20,Open port default risk
2156,Talari Reliable Protocol,20,Open port default risk
2157,Xerox Network Document Scan Protocol,20,Open port default risk
2158,TouchNetPlus Service,20,Open port default risk
2159,GDB Remote Debug Port,20,Open port default risk
2160,APC 2160,20,Open port default risk
2161,APC 2161,20,Open port default risk
2162,Navisphere,20,Open port default risk
2163,Navisphere Secure,20,Open port default risk
2164,Dynamic DNS Version 3,20,Open port default risk
2165,X-Bone API,20,Open port default risk
2166,iwserver,20,Open port default risk
2167,Raw Async Serial Link,20,Open port default risk
2168,easy-soft Multiplexer,20,Open port default risk
2169,Backbone for Academic Information Notification (BRAIN),20,Open port default risk
2170,EyeTV Server Port,20,Open port default risk
2171,MS Firewall Storage,20,Open port default risk
2172,MS Firewall SecureStorage,20,Open port default risk
2173,MS Firewall Replication,20,Open port default risk
2174,MS Firewall Intra Array,20,Open port default risk
2175,Microsoft Desktop AirSync Protocol,20,Open port default risk
2176,Microsoft ActiveSync Remote API,20,Open port default risk
2177,qWAVE Bandwidth Estimate,20,Open port default risk
2178,Peer Services for BITS,20,Open port default risk
2179,Microsoft RDP for virtual machines,20,Open port default risk
2180,Millicent Vendor Gateway Server,20,Open port default risk
2181,eforward,20,Open port default risk
2182,CGN status,20,Open port default risk
2183,Code Green configuration,20,Open port default risk
2184,NVD User,20,Open port default risk
2185,OnBase Distributed Disk Services,20,Open port default risk
2186,Guy-Tek Automated Update Applications,20,Open port default risk
2187,Sepehr System Management Control,20,Open port default risk
2188,Radware Resource Pool Manager,20,Open port default risk
2189,Secure Radware Resource Pool Manager,20,Open port default risk
2190,TiVoConnect Beacon,20,Open port default risk
2191,TvBus Messaging,20,Open port default risk
2192,ASDIS software management,20,Open port default risk
2193,Dr.Web Enterprise Management Service,20,Open port default risk
2197,MNP data exchange,20,Open port default risk
2198,OneHome Remote Access,20,Open port default risk
2199,OneHome Service Port,20,Open port default risk
2200,ICI,20,Open port default risk
2201,Advanced Training System Program,20,Open port default risk
2202,Int. Multimedia Teleconferencing Cosortium,20,Open port default risk
2203,b2 Runtime Protocol,20,Open port default risk
2204,b2 License Server,20,Open port default risk
2205,Java Presentation Server,20,Open port default risk
2206,HP OpenCall bus,20,Open port default risk
2207,HP Status and Services,20,Open port default risk
2208,HP I/O Backend,20,Open port default risk
2209,HP RIM for Files Portal Service,20,Open port default risk
2210,NOAAPORT Broadcast Network,20,Open port default risk
2211,EMWIN,20,Open port default risk
2212,LeeCO POS Server Service,20,Open port default risk
2213,Kali,20,Open port default risk
2214,RDQ Protocol Interface,20,Open port default risk
2215,IPCore.co.za GPRS,20,Open port default risk
2216,VTU data service,20,Open port default risk
2217,GoToDevice Device Management,20,Open port default risk
2218,Bounzza IRC Proxy,20,Open port default risk
2219,NetIQ NCAP Protocol,20,Open port default risk
2220,NetIQ End2End,20,Open port default risk
2221,EtherNet/IP over TLS,20,Open port default risk
2222,EtherNet/IP I/O,20,Open port default risk
2223,Rockwell CSP2,20,Open port default risk
2224,Easy Flexible Internet/Multiplayer Games,20,Open port default risk
2225,Resource Connection Initiation Protocol,20,Open port default risk
2226,Digital Instinct DRM,20,Open port default risk
2227,DI Messaging Service,20,Open port default risk
2228,eHome Message Server,20,Open port default risk
2229,DataLens Service,20,Open port default risk
2230,MetaSoft Job Queue Administration Service,20,Open port default risk
2231,WiMAX ASN Control Plane Protocol,20,Open port default risk
2232,IVS Video default,20,Open port default risk
2233,INFOCRYPT,20,Open port default risk
2234,DirectPlay,20,Open port default risk
2235,Sercomm-WLink,20,Open port default risk
2236,Nani,20,Open port default risk
2237,Optech Port1 License Manager,20,Open port default risk
2238,AVIVA SNA SERVER,20,Open port default risk
2239,Image Query,20,Open port default risk
2240,RECIPe,20,Open port default risk
2241,IVS Daemon,20,Open port default risk
2242,Folio Remote Server,20,Open port default risk
2243,Magicom Protocol,20,Open port default risk
2244,NMS Server,20,Open port default risk
2245,HaO,20,Open port default risk
2246,PacketCable MTA Addr Map,20,Open port default risk
2247,Antidote Deployment Manager Service,20,Open port default risk
2248,User Management Service,20,Open port default risk
2249,RISO File Manager Protocol,20,Open port default risk
2250,remote-collab,20,Open port default risk
2251,Distributed Framework Port,20,Open port default risk
2252,NJENET using SSL,20,Open port default risk
2253,DTV Channel Request,20,Open port default risk
2254,Seismic P.O.C. Port,20,Open port default risk
2255,VRTP - ViRtue Transfer Protocol,20,Open port default risk
2256,PCC MFP,20,Open port default risk
2257,simple text/file transfer,20,Open port default risk
2258,Rotorcraft Communications Test System,20,Open port default risk
2260,APC 2260,20,Open port default risk
2261,CoMotion Master Server,20,Open port default risk
2262,CoMotion Backup Server,20,Open port default risk
2263,ECweb Configuration Service,20,Open port default risk
2264,Audio Precision Apx500 API Port 1,20,Open port default risk
2265,Audio Precision Apx500 API Port 2,20,Open port default risk
2266,M-Files Server,20,Open port default risk
2267,OntoBroker,20,Open port default risk
2268,AMT,20,Open port default risk
2269,MIKEY,20,Open port default risk
2270,starSchool,20,Open port default risk
2271,Secure Meeting Maker Scheduling,20,Open port default risk
2272,Meeting Maker Scheduling,20,Open port default risk
2273,MySQL Instance Manager,20,Open port default risk
2274,PCTTunneller,20,Open port default risk
2275,iBridge Conferencing,20,Open port default risk
2276,iBridge Management,20,Open port default risk
2277,Bt device control proxy,20,Open port default risk
2278,Simple Stacked Sequences Database,20,Open port default risk
2279,xmquery,20,Open port default risk
2280,LNVPOLLER,20,Open port default risk
2281,LNVCONSOLE,20,Open port default risk
2282,LNVALARM,20,Open port default risk
2283,LNVSTATUS,20,Open port default risk
2284,LNVMAPS,20,Open port default risk
2285,LNVMAILMON,20,Open port default risk
2286,NAS-Metering,20,Open port default risk
2287,DNA,20,Open port default risk
2288,NETML,20,Open port default risk
2289,Lookup dict server,20,Open port default risk
2290,Sonus Logging Services,20,Open port default risk
2291,EPSON Advanced Printer Share Protocol,20,Open port default risk
2292,Sonus Element Management Services,20,Open port default risk
2293,Network Platform Debug Manager,20,Open port default risk
2294,Konshus License Manager (FLEX),20,Open port default risk
2295,Advant License Manager,20,Open port default risk
2296,Theta License Manager (Rainbow),20,Open port default risk
2297,D2K DataMover 1,20,Open port default risk
2298,D2K DataMover 2,20,Open port default risk
2299,PC Telecommute,20,Open port default risk
2300,CVMMON,20,Open port default risk
2301,Compaq HTTP,20,Open port default risk
2302,Bindery Support,20,Open port default risk
2303,Proxy Gateway,20,Open port default risk
2304,Attachmate UTS,20,Open port default risk
2305,MT ScaleServer,20,Open port default risk
2306,TAPPI BoxNet,20,Open port default risk
2307,pehelp,20,Open port default risk
2308,sdhelp,20,Open port default risk
2309,SD Server,20,Open port default risk
2310,SD Client,20,Open port default risk
2311,Message Service,20,Open port default risk
2312,WANScaler Communication Service,20,Open port default risk
2313,IAPP (Inter Access Point Protocol),20,Open port default risk
2314,CR WebSystems,20,Open port default risk
2315,Precise Sft.,20,Open port default risk
2316,SENT License Manager,20,Open port default risk
2317,Attachmate G32,20,Open port default risk
2318,Cadence Control,20,Open port default risk
2319,InfoLibria,20,Open port default risk
2320,Siebel NS,20,Open port default risk
2321,RDLAP,20,Open port default risk
2322,ofsd,20,Open port default risk
2323,3d-nfsd,20,Open port default risk
2324,Cosmocall,20,Open port default risk
2325,ANSYS Licensing Interconnect,20,Open port default risk
2326,IDCP,20,Open port default risk
2327,xingcsm,20,Open port default risk
2328,Netrix SFTM,20,Open port default risk
2329,NVD,20,Open port default risk
2330,TSCCHAT,20,Open port default risk
2331,AGENTVIEW,20,Open port default risk
2332,RCC Host,20,Open port default risk
2333,SNAPP,20,Open port default risk
2334,ACE Client Auth,20,Open port default risk
2335,ACE Proxy,20,Open port default risk
2336,Apple UG Control,20,Open port default risk
2337,ideesrv,20,Open port default risk
2338,Norton Lambert,20,Open port default risk
2339,3Com WebView,20,Open port default risk
2340,WRS Registry,20,Open port default risk
2341,XIO Status,20,Open port default risk
2342,Seagate Manage Exec,20,Open port default risk
2343,nati logos,20,Open port default risk
2344,fcmsys,20,Open port default risk
2345,dbm,20,Open port default risk
2346,Game Connection Port,20,Open port default risk
2347,Game Announcement and Location,20,Open port default risk
2348,Information to query for game status,20,Open port default risk
2349,Diagnostics Port,20,Open port default risk
2350,Pharos Booking Server,20,Open port default risk
2351,psrserver,20,Open port default risk
2352,pslserver,20,Open port default risk
2353,pspserver,20,Open port default risk
2354,psprserver,20,Open port default risk
2355,psdbserver,20,Open port default risk
2356,GXT License Managemant,20,Open port default risk
2357,UniHub Server,20,Open port default risk
2358,Futrix,20,Open port default risk
2359,FlukeServer,20,Open port default risk
2360,NexstorIndLtd,20,Open port default risk
2361,TL1,20,Open port default risk
2362,digiman,20,Open port default risk
2363,Media Central NFSD,20,Open port default risk
2364,OI-2000,20,Open port default risk
2365,dbref,20,Open port default risk
2366,qip-login,20,Open port default risk
2367,Service Control,20,Open port default risk
2368,OpenTable,20,Open port default risk
2370,L3-HBMon,20,Open port default risk
2371,HP Remote Device Access,20,Open port default risk
2372,LanMessenger,20,Open port default risk
2373,Remograph License Manager,20,Open port default risk
2374,Hydra RPC,20,Open port default risk
2375,Docker REST API (plain text),20,Open port default risk
2376,Docker REST API (ssl),20,Open port default risk
